"id","catalog_number","description","main_image","additional_description","attributes"
"2793512","S601026-75","Reelcraft S601026-75 HOSE PVC 3/4 X 75FT 3/4 X 3/4^ NPTF (M) 250 PSI","product_images/27/93512/6rdLfFx.png","",""
"2793516","S601027-30","Reelcraft S601027-30 HOSE PVC 1 X 30FT 3/4 X 1 NPTF (M) 250 PSI","product_images/27/93516/6rdLfFx.png","",""
"2793520","S600160-1","Reelcraft S600160-1 HOSE FUEL 3/4 X 25FT 3/4 X 3/4 NPTF (M)","product_images/27/93520/FNavXFQ.png","",""
"2207977","B5650 OLP","ReelCraft B5650 OLP SERIES 5000 OPEN W/HOSE 3/8 x 50ft 300psi","product_images/22/07977/5650_OLP_bvLana4.jpg","<div>\n        \n	\n		\n			 <h5>Premium Duty Spring Retractable Hose Reel</h5>\n		\n			 Series 5005 reels are durable and compact for a wide range of applications with critical space requirements. A full flow shaft and swivel assures maximum product delivery. The Series B5005 reels include the ratchet latch design.\n		\n	\n\n        \n            <ul>\n                <li>Reinforced Steel - The robotically welded steel base offers maximum strength and consistent quality. All steel components are powder coated for maximum corrosion resistance.</li>\n                <li>Full Flow Stress Free Swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The hose is plumbed into the base to eliminate the risk of undue stress on the swivel.</li>\n                <li>Long Life Drive Spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding. Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li>\n                <li>Ratchet Latch Design - The latch pawl is mounted on guide arm to prevent lock out at full extension. </li>\n            </ul>\n            \n    </div><h5>Specifications</h5><div><table class=""description-table"">\n			<tr>\n				<th>Part Number</th><td>B5650 OLP                     </td>\n			</tr><tr>\n				<th>Series</th><td>5005</td>\n			</tr><tr>\n				<th>Weight (lbs)</th><td>36        </td>\n			</tr><tr>\n				<th>Hose I.D. (in)</th><td>3/8""</td>\n			</tr><tr>\n				<th>Hose O.D. (in)</th><td>.600      </td>\n			</tr><tr>\n				<th>Hose Length (ft)</th><td>50</td>\n			</tr><tr>\n				<th>Pressure (psi)</th><td>300</td>\n			</tr><tr>\n				<th>Outlet (in)</th><td>1/4 (M)NPTF</td>\n			</tr><tr>\n				<th>Inlet (in)</th><td>3/8 (F)NPTF</td>\n			</tr><tr>\n				<th>Hose Included</th><td>yes</td>\n			</tr><tr>\n				<th>Max Temperature (°F)</th><td>150       </td>\n			</tr><tr>\n				<th>Warehouse</th><td> </td>\n			</tr>\n		</table><table class=""description-table"">\n		<tr>\n			<th>A</th><td>17.625""</td>\n		</tr><tr>\n			<th>B</th><td>16.5""</td>\n		</tr><tr>\n			<th>C</th><td>9.75""</td>\n		</tr><tr>\n			<th>D</th><td>2.5""</td>\n		</tr><tr>\n			<th>E</th><td>5.875""</td>\n		</tr>\n	</table></div>",""
"2207989","FD84035 OLP","ReelCraft FD84035 OLP SERIES FD80000 OPEN W/HOSE 1 x 35ft 250psi","product_images/22/07989/FD83075_OLP_bLQQTgi.jpg","<div>&nbsp;\r\n<h5>Spring Retractable Fuel Hose Reel</h5>\r\n&nbsp;Reelcraft&rsquo;s spring retractable fuel delivery reels, equipped with Viton seals, incorporate metal forms to insure the greatest possible strength and are ideal for mobile and permanent-mount applications. These rugged, corrosion-resistant reels are suitable for a wide variety of fuel applications including E85. Series FD80000 reels are supplied with our ball-bearing style swivel.\r\n\r\n<ul>\r\n	<li>Robust Latching mechanism - Latch and ratchet are made of heavy duty cast aluminum with substantial surface area to limit the opportunity for premature wear.</li>\r\n	<li>Full Flow Stress Free Swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life.</li>\r\n	<li>Long Life Drive Spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding. Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li>\r\n	<li>Quality Finish and Corrosions Resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li>\r\n</ul>\r\n</div>\r\n\r\n<h5>Specifications</h5>\r\n\r\n<div>\r\n<table class=""description-table"">\r\n	<tbody>\r\n		<tr>\r\n			<th>Part Number</th>\r\n			<td>FD84035 OLP</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Series</th>\r\n			<td>F80000</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Weight (lbs)</th>\r\n			<td>94</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Hose I.D. (in)</th>\r\n			<td>1&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Hose O.D. (in)</th>\r\n			<td>1.500</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Hose Length (ft)</th>\r\n			<td>35</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Pressure (psi)</th>\r\n			<td>50</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Outlet (in)</th>\r\n			<td>1 (F)NPTF</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Inlet (in)</th>\r\n			<td>1 (F)NPTF</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Hose Included</th>\r\n			<td>yes</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Max Temperature (&deg;F)</th>\r\n			<td>150</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Warehouse</th>\r\n			<td>&nbsp;</td>\r\n		</tr>\r\n	</tbody>\r\n</table>\r\n\r\n<table class=""description-table"">\r\n	<tbody>\r\n		<tr>\r\n			<th>A</th>\r\n			<td>25.375&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>B</th>\r\n			<td>24&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>C</th>\r\n			<td>10.375&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>D</th>\r\n			<td>15.75&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>E</th>\r\n			<td>10.5&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>F</th>\r\n			<td>7.875&quot;</td>\r\n		</tr>\r\n	</tbody>\r\n</table>\r\n</div>",""
"2207993","FSD14050 OLP","ReelCraft FSD14050 OLP FUEL REEL W/HOSE 1 x 50ft 300psi","product_images/22/07993/SD14035_OVP_9TF9WyE.jpg","<div>\n        \n	\n		\n			 <h5>Spring Retractable Fuel Hose Reel</h5>\n		\n			 Reelcraft’s spring retractable fuel delivery reels, equipped with Viton seals, incorporate metal forms to insure the greatest possible strength and are ideal for mobile and permanent-mount applications. These rugged, corrosion-resistant reels are suitable for a wide variety of fuel applications including E85.\n		\n	\n\n        \n            <ul>\n                <li>Robust Roller Guides - High impact UHMW composite roller guides have outstanding wear and corrosion resistance.</li>\n                <li>Containerized external drive spring is easily and safely serviced. </li>\n                <li>Ductile iron fluid path is strong and reliable.</li>\n                <li>Oversized cast aluminum latch and ratchet combined with a stainless steel latch spring offer the longest possible life.</li>\n            </ul>\n            \n    </div><h5>Specifications</h5><div><table class=""description-table"">\n		<tr>\n			<th>Part Number</th><td>FSD14050 OLP                  </td>\n		</tr><tr>\n			<th>Series</th><td>FSD            </td>\n		</tr><tr>\n			<th>Weight (lbs)</th><td>127       </td>\n		</tr><tr>\n			<th>Hose I.D. (in)</th><td>1""</td>\n		</tr><tr>\n			<th>Hose O.D. (in)</th><td>1.500     </td>\n		</tr><tr>\n			<th>Hose Length (ft)</th><td>50</td>\n		</tr><tr>\n			<th>Pressure (psi)</th><td>50</td>\n		</tr><tr>\n			<th>Outlet (in)</th><td>1 (M)NPTF</td>\n		</tr><tr>\n			<th>Inlet (in)</th><td>1 (F)NPTF</td>\n		</tr><tr>\n			<th>Hose Included</th><td>yes</td>\n		</tr><tr>\n			<th>Max Temperature (°F)</th><td>150       </td>\n		</tr><tr>\n			<th>Warehouse</th><td> </td>\n		</tr>\n	</table><table class=""description-table"">\n		<tr>\n			<th>A</th><td>18.25""</td>\n		</tr><tr>\n			<th>B</th><td>19.125""</td>\n		</tr><tr>\n			<th>C</th><td>14""</td>\n		</tr><tr>\n			<th>D</th><td>13.25""</td>\n		</tr><tr>\n			<th>E</th><td>20.75""</td>\n		</tr><tr>\n			<th>F</th><td>10""</td>\n		</tr>\n	</table></div>",""
"2207997","SD13035 OLP","ReelCraft SD13035 OLP SERIES SD1000-LOW PROFILE W/HOSE 3/4 x 35ft 300psi","product_images/22/07997/SD13050_OLP.jpg","<div>\n        \n	\n		\n			 <h5>Ultimate Duty Low Profile Reel</h5>\n		\n			 Series SD10000 hose reels are designed to facilitate larger diameter 3/4"" and 1"" hose up to 50 ft. They feature a high quality external drive spring and a heavy gauge all-bolted together frame. This is the most compact reel in its class, making it ideal for mounting in truck cabinets or other areas where space is limited.\n		\n	\n\n        \n            <ul>\n                <li>Robust Roller Guides - High impact UHMW composite roller guides have outstanding wear and corrosion resistance.</li>\n                <li>Containerized external drive spring is easily and safely serviced.</li>\n                <li>Ductile iron fluid path is strong and reliable.</li>\n                <li>Oversized cast aluminum latch and ratchet combined with a stainless steel latch spring offer the longest possible life.</li>\n            </ul>\n            \n    </div><h5>Specifications</h5><div><table class=""description-table"">\n			<tr>\n				<th>Part Number</th><td>SD13035 OLP                   </td>\n			</tr><tr>\n				<th>Series</th><td>SD             </td>\n			</tr><tr>\n				<th>Weight (lbs)</th><td>95        </td>\n			</tr><tr>\n				<th>Hose I.D. (in)</th><td>3/4""</td>\n			</tr><tr>\n				<th>Hose O.D. (in)</th><td>1.188     </td>\n			</tr><tr>\n				<th>Hose Length (ft)</th><td>35</td>\n			</tr><tr>\n				<th>Pressure (psi)</th><td>250</td>\n			</tr><tr>\n				<th>Outlet (in)</th><td>3/4 (M)NPTF</td>\n			</tr><tr>\n				<th>Inlet (in)</th><td>1 (F)NPTF</td>\n			</tr><tr>\n				<th>Hose Included</th><td>yes</td>\n			</tr><tr>\n				<th>Max Temperature (°F)</th><td>210       </td>\n			</tr><tr>\n				<th>Warehouse</th><td> </td>\n			</tr>\n		</table><table class=""description-table"">\n		<tr>\n			<th>A</th><td>18.25""</td>\n		</tr><tr>\n			<th>B</th><td>19.125""</td>\n		</tr><tr>\n			<th>C</th><td>14""</td>\n		</tr><tr>\n			<th>D</th><td>11.25""</td>\n		</tr><tr>\n			<th>E</th><td>18.75""</td>\n		</tr><tr>\n			<th>F</th><td>8""</td>\n		</tr>\n	</table></div>",""
"2208017","4420 OLP","ReelCraft 4420 OLP UNDER THE BENCH REEL W/HOSE 1/4 X 20ft 300psi","product_images/22/08017/25Zexfa.png","<div>&nbsp;\r\n<h5>Premium Duty Spring Retractable Hose Reel</h5>\r\n&nbsp;Series 4000 reels are durable and compact for a wide range of applications with critical space requirements. A full flow shaft and swivel assures maximum product delivery.\r\n\r\n<ul>\r\n	<li>Reinforced Steel - The robotically welded steel base offers maximum strength and consistent quality. All steel components are powder coated for maximum corrosion resistance.</li>\r\n	<li>Full Flow Stress Free Swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The hose is plumbed into the base to eliminate the risk of undue stress on the swivel.</li>\r\n	<li>Long Life Drive Spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding. Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li>\r\n	<li>Quite Speed Latch - The latch cam is designed for reliable quiet operation.</li>\r\n</ul>\r\n</div>\r\n\r\n<h5>Specifications</h5>\r\n\r\n<div>\r\n<table class=""description-table"">\r\n	<tbody>\r\n		<tr>\r\n			<th>Part Number</th>\r\n			<td>4420 OLP</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Series</th>\r\n			<td>4000</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Weight (lbs)</th>\r\n			<td>18</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Hose I.D. (in)</th>\r\n			<td>1/4&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Hose O.D. (in)</th>\r\n			<td>.475</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Hose Length (ft)</th>\r\n			<td>20</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Pressure (psi)</th>\r\n			<td>300</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Outlet (in)</th>\r\n			<td>1/4 (M)NPTF</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Inlet (in)</th>\r\n			<td>3/8 (F)NPTF</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Hose Included</th>\r\n			<td>yes</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Max Temperature (&deg;F)</th>\r\n			<td>150</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Warehouse</th>\r\n			<td>IN, CA</td>\r\n		</tr>\r\n	</tbody>\r\n</table>\r\n\r\n<table class=""description-table"">\r\n	<tbody>\r\n		<tr>\r\n			<th>A</th>\r\n			<td>12.875&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>B</th>\r\n			<td>12.375&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>C</th>\r\n			<td>8&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>D</th>\r\n			<td>2.5&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>E</th>\r\n			<td>5.625&quot;</td>\r\n		</tr>\r\n	</tbody>\r\n</table>\r\n</div>\r\n",""
"2208021","4617 OLP","ReelCraft 4617 OLP UNDER THE BENCH REEL W/HOSE 3/8 X 17ft 300psi","product_images/22/08021/ykhhfkf.png","<div>\n        \n	\n		\n			 <h5>Premium Duty Spring Retractable Hose Reel</h5>\n		\n			 Series 4000 reels are durable and compact for a wide range of applications with critical space requirements. A full flow shaft and swivel assures maximum product delivery.\n		\n	\n\n        \n            <ul>\n                <li>Reinforced Steel - The robotically welded steel base offers maximum strength and consistent quality. All steel components are powder coated for maximum corrosion resistance.</li>\n                <li>Full Flow Stress Free Swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The hose is plumbed into the base to eliminate the risk of undue stress on the swivel.</li>\n                <li>Long Life Drive Spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li>\n                <li>Quite Speed Latch - The latch cam is designed for reliable quiet operation.</li>\n            </ul>\n            \n    </div><h5>Specifications</h5><div><table class=""description-table"">\n			<tr>\n				<th>Part Number</th><td>4617 OLP                      </td>\n			</tr><tr>\n				<th>Series</th><td>4000           </td>\n			</tr><tr>\n				<th>Weight (lbs)</th><td>19        </td>\n			</tr><tr>\n				<th>Hose I.D. (in)</th><td>3/8""</td>\n			</tr><tr>\n				<th>Hose O.D. (in)</th><td>.600      </td>\n			</tr><tr>\n				<th>Hose Length (ft)</th><td>17</td>\n			</tr><tr>\n				<th>Pressure (psi)</th><td>300</td>\n			</tr><tr>\n				<th>Outlet (in)</th><td>1/4 (M)NPTF</td>\n			</tr><tr>\n				<th>Inlet (in)</th><td>3/8 (F)NPTF</td>\n			</tr><tr>\n				<th>Hose Included</th><td>yes</td>\n			</tr><tr>\n				<th>Max Temperature (°F)</th><td>150       </td>\n			</tr><tr>\n				<th>Warehouse</th><td> </td>\n			</tr>\n		</table><table class=""description-table"">\n		<tr>\n			<th>A</th><td>12.875""</td>\n		</tr><tr>\n			<th>B</th><td>12.375""</td>\n		</tr><tr>\n			<th>C</th><td>8""</td>\n		</tr><tr>\n			<th>D</th><td>2.5""</td>\n		</tr><tr>\n			<th>E</th><td>5.625""</td>\n		</tr>\n	</table></div>",""
"2208033","5630 OMP","ReelCraft 5630 OMP SERIES 5000 OPEN W/HOSE 3/8 X 30ft 2600psi","product_images/22/08033/5430_OMP_RWaaYTK.jpg","<div>\n        \n	\n		\n			 <h5>Premium Duty Spring Retractable Hose Reel</h5>\n		\n			 Series 5000 reels are durable and compact for a wide range of applications with critical space requirements. A full flow shaft and swivel assures maximum product delivery.\n		\n	\n\n        \n            <ul>\n                <li>Reinforced Steel - The robotically welded steel base offers maximum strength and consistent quality. All steel components are powder coated for maximum corrosion resistance.</li>\n                <li>Full Flow Stress Free Swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The hose is plumbed into the base to eliminate the risk of undue stress on the swivel.</li>\n                <li>Long Life Drive Spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li>\n                <li>Quite Speed Latch - The latch cam is designed for reliable quiet operation.</li>\n            </ul>\n            \n    </div><h5>Specifications</h5><div><table class=""description-table"">\n			<tr>\n				<th>Part Number</th><td>5630 OMP                      </td>\n			</tr><tr>\n				<th>Series</th><td>5000           </td>\n			</tr><tr>\n				<th>Weight (lbs)</th><td>31        </td>\n			</tr><tr>\n				<th>Hose I.D. (in)</th><td>3/8""</td>\n			</tr><tr>\n				<th>Hose O.D. (in)</th><td>.690      </td>\n			</tr><tr>\n				<th>Hose Length (ft)</th><td>30</td>\n			</tr><tr>\n				<th>Pressure (psi)</th><td>2600</td>\n			</tr><tr>\n				<th>Outlet (in)</th><td>3/8 (M)NPTF</td>\n			</tr><tr>\n				<th>Inlet (in)</th><td>3/8 (F)NPTF</td>\n			</tr><tr>\n				<th>Hose Included</th><td>yes</td>\n			</tr><tr>\n				<th>Max Temperature (°F)</th><td>210       </td>\n			</tr><tr>\n				<th>Warehouse</th><td> </td>\n			</tr>\n		</table><table class=""description-table"">\n		<tr>\n			<th>A</th><td>14.375""</td>\n		</tr><tr>\n			<th>B</th><td>14""</td>\n		</tr><tr>\n			<th>C</th><td>9.75""</td>\n		</tr><tr>\n			<th>D</th><td>2.5""</td>\n		</tr><tr>\n			<th>E</th><td>6.125""</td>\n		</tr>\n	</table></div>",""
"2208037","A5825 OLP","ReelCraft A5825 OLP SERIES 5000 OPEN W/HOSE 1/2 X 25ft 300psi","product_images/22/08037/5635_OLP_oiFEBy9.jpg","<div>\n        \n	\n		\n			 <h5>Premium Duty Spring Retractable Hose Reel</h5>\n		\n			 Series 5000 reels are durable and compact for a wide range of applications with critical space requirements. A full flow shaft and swivel assures maximum product delivery.\n		\n	\n\n        \n            <ul>\n                <li>Reinforced Steel - The robotically welded steel base offers maximum strength and consistent quality. All steel components are powder coated for maximum corrosion resistance.</li>\n                <li>Full Flow Stress Free Swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The hose is plumbed into the base to eliminate the risk of undue stress on the swivel.</li>\n                <li>Long Life Drive Spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li>\n                <li>Quite Speed Latch - The latch cam is designed for reliable quiet operation.</li>\n            </ul>\n            \n    </div><h5>Specifications</h5><div><table class=""description-table"">\n			<tr>\n				<th>Part Number</th><td>A5825 OLP                     </td>\n			</tr><tr>\n				<th>Series</th><td>5000           </td>\n			</tr><tr>\n				<th>Weight (lbs)</th><td>27        </td>\n			</tr><tr>\n				<th>Hose I.D. (in)</th><td>1/2""</td>\n			</tr><tr>\n				<th>Hose O.D. (in)</th><td>.750      </td>\n			</tr><tr>\n				<th>Hose Length (ft)</th><td>25</td>\n			</tr><tr>\n				<th>Pressure (psi)</th><td>300</td>\n			</tr><tr>\n				<th>Outlet (in)</th><td>1/2 (M)NPTF</td>\n			</tr><tr>\n				<th>Inlet (in)</th><td>3/8 (F)NPTF</td>\n			</tr><tr>\n				<th>Hose Included</th><td>yes</td>\n			</tr><tr>\n				<th>Max Temperature (°F)</th><td>150       </td>\n			</tr><tr>\n				<th>Warehouse</th><td> </td>\n			</tr>\n		</table><table class=""description-table"">\n		<tr>\n			<th>A</th><td>14.375""</td>\n		</tr><tr>\n			<th>B</th><td>14""</td>\n		</tr><tr>\n			<th>C</th><td>9.75""</td>\n		</tr><tr>\n			<th>D</th><td>2.5""</td>\n		</tr><tr>\n			<th>E</th><td>6.125""</td>\n		</tr>\n	</table></div>",""
"2208045","5625 EHP","ReelCraft 5625 EHP SERIES 5000 ENCLOSED W/HOSE 3/8 X 25ft 4000psi","product_images/22/08045/5435_ELP_IO8TaCw.jpg","<div>&nbsp;\r\n<h5>Premium Duty Enclosed Hose Reel</h5>\r\n&nbsp;Series 5000 enclosed reels are durable and compact for a wide range of applications with critical space requirements. A full flow shaft and swivel assures maximum product delivery.\r\n\r\n<ul>\r\n	<li>Reinforced Steel - The robotically welded steel base offers maximum strength and consistent quality. All steel components are powder coated for maximum corrosion resistance.</li>\r\n	<li>Full Flow Stress Free Swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The hose is plumbed into the base to eliminate the risk of undue stress on the swivel.</li>\r\n	<li>Long Life Drive Spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding. Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li>\r\n	<li>Quite Speed Latch - The latch cam is designed for reliable quiet operation.</li>\r\n</ul>\r\n</div>\r\n\r\n<h5>Specifications</h5>\r\n\r\n<div>\r\n<table class=""description-table"">\r\n	<tbody>\r\n		<tr>\r\n			<th>Part Number</th>\r\n			<td>5625 EHP</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Series</th>\r\n			<td>5000</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Weight (lbs)</th>\r\n			<td>40</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Hose I.D. (in)</th>\r\n			<td>3/8&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Hose O.D. (in)</th>\r\n			<td>.730</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Hose Length (ft)</th>\r\n			<td>25</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Pressure (psi)</th>\r\n			<td>4800</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Outlet (in)</th>\r\n			<td>1/4 (M)NPTF</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Inlet (in)</th>\r\n			<td>1/4 (F)NPTF</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Hose Included</th>\r\n			<td>yes</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Max Temperature (&deg;F)</th>\r\n			<td>210</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Warehouse</th>\r\n			<td>&nbsp;</td>\r\n		</tr>\r\n	</tbody>\r\n</table>\r\n\r\n<table class=""description-table"">\r\n	<tbody>\r\n		<tr>\r\n			<th>A</th>\r\n			<td>15&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>B</th>\r\n			<td>16.25&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>C</th>\r\n			<td>9.75&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>D</th>\r\n			<td>2.5&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>E</th>\r\n			<td>7&quot;</td>\r\n		</tr>\r\n	</tbody>\r\n</table>\r\n</div>\r\n",""
"2208061","A5850 OLP","ReelCraft A5850 OLP SERIES 5005 OPEN W/HOSE 1/2 X 50ft 300psi","product_images/22/08061/5650_OLP_RXsrDxB.jpg","<div>&nbsp;\r\n<h5>Premium Duty Spring Retractable Hose Reel</h5>\r\n&nbsp;Series 5005 reels are durable and compact for a wide range of applications with critical space requirements. A full flow shaft and swivel assures maximum product delivery.\r\n\r\n<ul>\r\n	<li>Reinforced Steel - The robotically welded steel base offers maximum strength and consistent quality. All steel components are powder coated for maximum corrosion resistance.</li>\r\n	<li>Full Flow Stress Free Swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The hose is plumbed into the base to eliminate the risk of undue stress on the swivel.</li>\r\n	<li>Long Life Drive Spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding. Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li>\r\n	<li>Quite Speed Latch - The latch cam is designed for reliable quiet operation.</li>\r\n</ul>\r\n</div>\r\n\r\n<h5>Specifications</h5>\r\n\r\n<div>\r\n<table class=""description-table"">\r\n	<tbody>\r\n		<tr>\r\n			<th>Part Number</th>\r\n			<td>A5850 OLP</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Series</th>\r\n			<td>5005</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Weight (lbs)</th>\r\n			<td>41</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Hose I.D. (in)</th>\r\n			<td>1/2&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Hose O.D. (in)</th>\r\n			<td>.750</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Hose Length (ft)</th>\r\n			<td>50</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Pressure (psi)</th>\r\n			<td>300</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Outlet (in)</th>\r\n			<td>1/2 (M)NPTF</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Inlet (in)</th>\r\n			<td>3/8 (F)NPTF</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Hose Included</th>\r\n			<td>yes</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Max Temperature (&deg;F)</th>\r\n			<td>150</td>\r\n		</tr>\r\n		<tr>\r\n			<th>Warehouse</th>\r\n			<td>&nbsp;</td>\r\n		</tr>\r\n	</tbody>\r\n</table>\r\n\r\n<table class=""description-table"">\r\n	<tbody>\r\n		<tr>\r\n			<th>A</th>\r\n			<td>17.625&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>B</th>\r\n			<td>16.5&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>C</th>\r\n			<td>9.75&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>D</th>\r\n			<td>2.5&quot;</td>\r\n		</tr>\r\n		<tr>\r\n			<th>E</th>\r\n			<td>7.25&quot;</td>\r\n		</tr>\r\n	</tbody>\r\n</table>\r\n</div>\r\n","""Ft""=>""50"", ""PSI""=>""300"", ""I.D.""=>""1/2\"""", ""Series""=>""5005"""
