id,catalog_number,additional_description
2065516,8 C 270 S,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065504,8 C 110 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065524,8 C 70 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065452,7 C 120 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065512,8 C 200 S,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065532,8 3V 1060 R,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065536,8 3V 3350 S,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065448,7 C 100 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065544,8 3V 800 R,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065356,6 C 240 S,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065500,8 B 94 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065304,6 B 38 P,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065564,8 8V 2240 U,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065560,8 8V 1800 U,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065596,8MX28S21-1108,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065568,8 8V 5300 W,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065552,8 5V 1600 S,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065548,8 5V 1250 S,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065604,8MX32S21-1210,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065540,8 3V 560 Q,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065616,8MX36S12-1610,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065528,8 C 92 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065628,8MX39S21-1610,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065664,8MX60S62-3020,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065688,8MX90S62-3020,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065660,8MX56S62-2517,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065556,8 8V 1400 S,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065608,8MX33S36-1610,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065520,8 C 360 U,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065636,8MX41S36-2012,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
249815,4JES,"
                    Martin QUADRA-FLEX ® is a proven design which offers long life, torsional flexibility, ease of installation, and withstands misalignment, shock, and vibration.  TPR, EPDM, Neoprene and Hytrel sleeves are available in solid, split, and semi-split construction.
                "
2063998,F14MX31S20-SK,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065600,8MX30S21-1108,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
250150,8JES,"
                    Martin QUADRA-FLEX ® is a proven design which offers long life, torsional flexibility, ease of installation, and withstands misalignment, shock, and vibration.  TPR, EPDM, Neoprene and Hytrel sleeves are available in solid, split, and semi-split construction.
                "
250098,7JES,"
                    Martin QUADRA-FLEX ® is a proven design which offers long life, torsional flexibility, ease of installation, and withstands misalignment, shock, and vibration.  TPR, EPDM, Neoprene and Hytrel sleeves are available in solid, split, and semi-split construction.
                "
251467,S618BS 1 1/8,"
                    Martin Stock Spur Gears are available in ?ve different styles.  Steel Gears are furnished in plain style and plain style with hub. Cast gears are furnished, plain with hub, web with lightening holes, and spoke. Cast gears are machined on all operating sur
                "
251455,S615BS 1,"
                    Martin Stock Spur Gears are available in ?ve different styles.  Steel Gears are furnished in plain style and plain style with hub. Cast gears are furnished, plain with hub, web with lightening holes, and spoke. Cast gears are machined on all operating sur
                "
251471,S620BS 1 1/4,"
                    Martin Stock Spur Gears are available in ?ve different styles.  Steel Gears are furnished in plain style and plain style with hub. Cast gears are furnished, plain with hub, web with lightening holes, and spoke. Cast gears are machined on all operating sur
                "
251462,S616BS 1 1/8,"
                    Martin Stock Spur Gears are available in ?ve different styles.  Steel Gears are furnished in plain style and plain style with hub. Cast gears are furnished, plain with hub, web with lightening holes, and spoke. Cast gears are machined on all operating sur
                "
252339,10CH2164,"
                    No. 216 hangers are designed for heavy duty applications. This hanger is flush mounted inside the trough permitting dust tight or weather proof operation. Hard iron or bronze bearings are normally furnished; however, the hanger can be furnished with other bearings.
                "
251986,CCB3-SS,"
                     Conveyor Coupling Bolts are manufactured from special analysis high-torque steel.  The close tolerance minimizes wear and maintenance.  Designed with short thread length and close tolerance to fit distinctively in conveyor screws. Lock nuts are furnished with each bolt.
                "
251994,CCB5-SS,"
                     Conveyor Coupling Bolts are manufactured from special analysis high-torque steel.  The close tolerance minimizes wear and maintenance.  Designed with short thread length and close tolerance to fit distinctively in conveyor screws. Lock nuts are furnished with each bolt.
                "
251998,CCB6-SS,"
                     Conveyor Coupling Bolts are manufactured from special analysis high-torque steel.  The close tolerance minimizes wear and maintenance.  Designed with short thread length and close tolerance to fit distinctively in conveyor screws. Lock nuts are furnished with each bolt.
                "
251990,CCB4-SS,"
                     Conveyor Coupling Bolts are manufactured from special analysis high-torque steel.  The close tolerance minimizes wear and maintenance.  Designed with short thread length and close tolerance to fit distinctively in conveyor screws. Lock nuts are furnished with each bolt.
                "
252018,CC3-HC,"
                    Conveyor coupling shafts are used to join individual lengths of conveyor screws and allow for rotation within the hanger bearing. Steel couplings are normally furnished; however couplings with hardened bearing surfaces may be furnished where highly abrasive materials are being conveyed. Jig drilling allows for ease of installation.
                "
252567,14CH606,"
                    No. 60 hangers are furnished with a heavy duty, permanently lubricated and sealed, self-aligning ball bearing which permits temperatures up to 245º F. and will allow for up to 4 º shaft misalignments. This hanger is mounted on top of the trough flanges. Grease fitting can be furnished if specified.
                "
252855,24S716-R,"
                    The letter “S” indicates screw conveyor with bulttweld flighting.  The figures to the left of the letters indicate the nominal outside diameter of the conveyor in inches.  The first figure following the letters is twice the diameter of the coupling in 1/64”. Right hand flight helix wraps around the pipe in a clockwise direction.
                "
252867,24TE7-BB-P,"
                    Outside trough ends less feet are used to support end bearing and cover when no trough support is required.  Drilling for ball bearings or roller bearings.
                "
252254,CT7D,"
                    Thrust units with drive shafts are most common and economical thrust unit when a screw conveyor type drive is not being used.
                "
252358,10CH604,"
                    No. 60 hangers are furnished with a heavy duty, permanently lubricated and sealed, self-aligning ball bearing which permits temperatures up to 245º F. and will allow for up to 4 º shaft misalignments. This hanger is mounted on top of the trough flanges. Grease fitting can be furnished if specified.
                "
252710,18CH706,"
                    No. 70 hangers are furnished with a heavy duty, permanently lubricated and sealed, self-aligning ball bearing which permit temperatures up to 245º F. and will allow for up to 4 º shaft misalignments. This hanger is mounted inside the trough. Grease fittings can be furnished if specified.
                "
252806,20S724-R,"
                    The letter “S” indicates screw conveyor with bulttweld flighting.  The figures to the left of the letters indicate the nominal outside diameter of the conveyor in inches.  The first figure following the letters is twice the diameter of the coupling in 1/64”. Right hand flight helix wraps around the pipe in a clockwise direction.
                "
249307,11S,"
                    This hex key set contains 11 keys, short arm series. They come in a kit bag with each separate size in a marked pocket. Hex Key wrenches are manufactured from High Carbon steel bar. These wrenches are available in convenient sets which cover a broad range of fractional and metric sizes in Industrial Black finish. A special purpose tool designed for use with 6 point socket (Allen) head fasteners.
                "
249812,4JE,"
                    Martin QUADRA-FLEX ® is a proven design which offers long life, torsional flexibility, ease of installation, and withstands misalignment, shock, and vibration.  TPR, EPDM, Neoprene and Hytrel sleeves are available in solid, split, and semi-split construction.
                "
251452,S614BS 1 1/8,"
                    Martin Stock Spur Gears are available in ?ve different styles.  Steel Gears are furnished in plain style and plain style with hub. Cast gears are furnished, plain with hub, web with lightening holes, and spoke. Cast gears are machined on all operating sur
                "
251468,S618BS 1 3/16,"
                    Martin Stock Spur Gears are available in ?ve different styles.  Steel Gears are furnished in plain style and plain style with hub. Cast gears are furnished, plain with hub, web with lightening holes, and spoke. Cast gears are machined on all operating sur
                "
251460,S616BS 1,"
                    Martin Stock Spur Gears are available in ?ve different styles.  Steel Gears are furnished in plain style and plain style with hub. Cast gears are furnished, plain with hub, web with lightening holes, and spoke. Cast gears are machined on all operating sur
                "
251456,S615BS 1 1/4,"
                    Martin Stock Spur Gears are available in ?ve different styles.  Steel Gears are furnished in plain style and plain style with hub. Cast gears are furnished, plain with hub, web with lightening holes, and spoke. Cast gears are machined on all operating sur
                "
251445,S611BS 1,"
                    Martin Stock Spur Gears are available in ?ve different styles.  Steel Gears are furnished in plain style and plain style with hub. Cast gears are furnished, plain with hub, web with lightening holes, and spoke. Cast gears are machined on all operating sur
                "
252256,CT7E,"
                    Thrust units with end shafts are most common and economical thrust unit when a screw conveyor type drive is not being used.
                "
252337,10CH2163,"
                    No. 216 hangers are designed for heavy duty applications. This hanger is flush mounted inside the trough permitting dust tight or weather proof operation. Hard iron or bronze bearings are normally furnished; however, the hanger can be furnished with other bearings.
                "
252505,12S512-R,"
                    The letter “S” indicates screw conveyor with bulttweld flighting.  The figures to the left of the letters indicate the nominal outside diameter of the conveyor in inches.  The first figure following the letters is twice the diameter of the coupling in 1/64”. Right hand flight helix wraps around the pipe in a clockwise direction.
                "
252904,4TS,"
                    Trough saddles are used to support the trough where trough flange feet cannot be used at connections. They align and fasten the trough to the floor or an existing structure.
                "
2063984,F14MX180S37,"
                    Martin MPC sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064012,F8MX36S21-SH,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064396,PB14MX33S125,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064412,PB14MX40S90,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064440,PB8MX36S62,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064475,1 B 44 P,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064424,PB8MX25S62,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064432,PB8MX30S62,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064552,14MX140S37-3525,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064576,14MX29S20-2012,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064548,14MX112S90-4535,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064624,14MX45S90-3525,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064600,14MX36S68-3020,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064632,14MX50S68-3525,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064652,14MX63S68-3525,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064664,14MX75S125-5040,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064628,14MX48S90-3525,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064730,2 B 154 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064648,14MX60S90-4030,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064810,2 5V 1090 Q,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2064814,2 5V 1400 R,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2064826,2 5V 670 Q,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2064746,2 B 64 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064852,3 B 250 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064880,3 C 110 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064917,3 C 96 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064750,2 C 100 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064848,3 B 160 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064973,4 B 184 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065033,4 C 270 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065049,4 C 86 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064676,14MX90S37-3525,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065069,4 3V 335 H,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065162,5 B 44 P,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065121,4 8V 4800 U,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065202,5 C 180 S,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064672,14MX80S68-3525,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065266,5 8V 1250 S,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065294,6 B 184 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065354,6 C 240 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065382,6 C 96 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065194,5 C 120 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065386,6 3V 1400 R,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
