id;catalog_number;description;add_descr;img_url;attributes
287091;IAMA0006;IAMA0006 6MM DIN SIGNAL CONDITIONR;"<h5>Description</h5><p>The IAMA can isolate and convert over 35 combinations of analog signal ranges. The IAMA converts and transmits signals linearly proportional to the input. DIP switch range selection eliminates the need to order and stock different modules for each input and output signal range, and allows quick and convenient setup for over 35 standard signal conversions. In addition to the conversion capabilities, the IAMA modules feature optically isolated Input/Output signal circuits and isolated Power to Input, Power to Output circuits. The modules&#146; overall full scale accuracy typically exceed 0.04%. DIN rail mounting saves time and panel space. The units are equipped with universal mounting feet for attachment to standard top hat profile rail according to EN50022 - 35x7.5.</p><h5>Specifications</h5><div><ul><li>3-way Isolation Of Analog Signals</li>\n<li>Universal Conversion Module - Inputs And Outputs Selected Via Dip Switch Settings</li>\n<li>Over 35 Input And Output Analog Conversion Combinations</li>\n<li>Ultra Slim Design – Only 0.244"" Wide</li>\n<li>19 To 30 VDC Power</li>\n</ul></div>";product_images/28/7091/hwk7-200.gif;nan
287118;P4800011;P4800011 DC PRC CNTRANL;"<h5>Description</h5><p>The P48 Controller accepts either a 0 to 10 VDC or a 0/4 to 20 mA DC signal, precisely displays the input process signal according to the programmable scaling points, and provides an accurate output control signal (time proportional or linear DC) to maintain the process at the desired control point. The controller&#146;s comprehensive yet simple programming allows it to meet a wide variety of application requirements.</p>&#13;<p>In the PID control mode the controller operates with on-demand auto-tune, which will establish the tuning constants. The PID tuning constants may be fine-tuned by the operator at any time and then locked out from further modification. The controller employs a unique overshoot suppression feature, which allows the quickest response without excessive overshoot. The unit can be transferred to operate in the manual mode, providing the operator with direct control of the output. The controller may also operate in the ON/OFF control mode with adjustable hysteresis. a second setpoint is available to allow quick selection of a different setpoint setting.</p>&#13;<p>Dual 4-digit displays allow viewing of the process and setpoint simultaneously. Front panel indicators inform the operator of the controller and output status. On some models, the main control output and the alarm outputs are field replaceable.</p>&#13;<p>Optional Main Linear DC output (10 V or 20 mA) can be used for control or process re-transmission purposes. Programmable output update time reduces valve or actuator activity. The output range can be scaled independent of the input range.</p>&#13;<p>The unit is constructed of a lightweight, high impact plastic case with a tinted front panel. The front panel meets NEMA 4X/IP65 specifications when properly installed. Multiple units can be stacked horizontally or vertically. Modern surface-mount technology, extensive testing, plus high immunity to noise interference makes the controller extremely reliable in industrial environments.</p><h5>Specifications</h5><div><ul><li>50 mm x 50 mm</li>\n<li>Full PID Control</li>\n<li>Process Input, 0 to 10 VDC or 0/4 to 20 mA</li>\n<li>18 to 36 VDC or 24 VAC Input Power</li>\n<li>Dual 4 Digit Display, 0.4"" (10 mm) Red and 0.3"" (7.6 mm) Green</li>\n<li>Linear DC Output</li>\n</ul></div><h5>Accessories</h5><div>\n            <table class=""description-table"">\n          <tr>\n      \n          <th>ENC11000</th>          \n          <td>ENC11 NEMA 4/IP65 1/16 DIN Enclosure</td>    </tr>\n  <tr>\n      \n          <th>ENC11A00</th>          \n          <td>ENC11A NEMA 4X/IP65 Enclosure for one 1/16 DIN Meter</td>    </tr>\n  <tr>\n      \n          <th>ENC11B00</th>          \n          <td>ENC11B NEMA 4X/IP65 Enclosure for two 1/16 DIN Meter</td>    </tr>\n  <tr>\n      \n          <th>ENC30000</th>          \n          <td>ENC3 Legend/Libra/C48/P48/P16/T16/T48/PXV Enclosure NEMA 1</td>    </tr>\n    <tr>\n      \n          <th>BMK30000</th>          \n          <td>BMK3 Base Mount Kit for Legend Libra, T16, P16, T48, P48, C48 and PXU</td>    </tr>\n  <tr>\n      \n          <th>PMK3C000</th>          \n          <td>PMK3C C48, T48, P16, T16 and PXU Mounting Panel</td>    </tr>\n  <tr>\n      \n          <th>PMK60000</th>          \n          <td>PMK6 Panel Mount Adapter Kit (1/8 DIN  to 1/16 DIN)</td>    </tr>\n  <tr>\n      \n          <th>PMK70000</th>          \n          <td>PMK7 Panel Mount Adapter Kit (1/4 DIN  to 1/16 DIN)</td>    </tr>\n  <tr>\n      \n          <th>PMKCC100</th>          \n          <td>PMKCC1 50 x 50 mm Panel Mount 3 Piece Kit for C48, T48 and PXU</td>    </tr>\n  <tr>\n      \n          <th>PMKCC200</th>          \n          <td>PMKCC2 72 x 72 mm Panel Mount 3 Piece Kit for C48, T48 and PXU</td>    </tr>\n  <tr>\n      \n          <th>PMKCC300</th>          \n          <td>PMKCC3 60 x 75 mm Panel Mount 2 Piece Kit for C48, T48 and PXU</td>    </tr>\n  <tr>\n      \n          <th>PNL3F000</th>          \n          <td>PNL3F Panel for 1/16 DIN Units</td>    </tr>\n  <tr>\n      \n          <th>PNL3G000</th>          \n          <td>PNL3G Panel for 1/16 DIN Units with Keylock</td>    </tr>\n    <tr>\n      \n          <th>RLY50000</th>          \n          <td>RLY5 Solid State Power Unit</td>    </tr>\n  <tr>\n      \n          <th>RLY70000</th>          \n          <td>RLY7 Three Phase DIN Rail Mount Solid State Relay</td>    </tr>\n    <tr>\n      \n          <th>RBD48100</th>          \n          <td>T48/P48 Output Board Main Control Relay</td>    </tr>\n  <tr>\n      \n          <th>RBD48111</th>          \n          <td>T48/P48/TLA Output Board, Main ControlDual Alarm Relay</td>    </tr>\n  <tr>\n      \n          <th>RBD48200</th>          \n          <td>T48/P48 Output Board, Main Control Logic Output</td>    </tr>\n  <tr>\n      \n          <th>RBD48211</th>          \n          <td>T48/P48 Output Board, Main Control LogicDual Alarm Relay</td>    </tr>\n    <tr>\n      \n          <th>RLY60000</th>          \n          <td>RLY6 25 A Single Phase DIN Rail Mount Solid State Relay</td>    </tr>\n  <tr>\n      \n          <th>RLY6A000</th>          \n          <td>RLY6A 40 A Single Phase DIN Rail Mount Solid State Relay</td>    </tr>\n    </table>\n  \n  \n  \n  \n  \n  \n</div>";product_images/28/7118/P48-200.GIF;nan
287122;T4810101;T4810101 TMP CNTLANL01RA2R;"<h5>Specifications</h5><div><ul><li>50 mm x 50 mm</li>\n<li>Full PID Control</li>\n<li>Temperature Inputs, RTDs and Thermocouples</li>\n<li>85 to 250 VAC Input Power</li>\n<li>Dual 4 Digit Display, 0.4"" (10 mm) Red and 0.3"" (7.6 mm) Green</li>\n<li>Relay Outputs</li>\n<li>Linear DC Output</li>\n</ul></div><h5>Accessories</h5><div>\n            <table class=""description-table"">\n          <tr>\n      \n          <th>ENC11000</th>          \n          <td>ENC11 NEMA 4/IP65 1/16 DIN Enclosure</td>    </tr>\n  <tr>\n      \n          <th>ENC11A00</th>          \n          <td>ENC11A NEMA 4X/IP65 Enclosure for one 1/16 DIN Meter</td>    </tr>\n  <tr>\n      \n          <th>ENC11B00</th>          \n          <td>ENC11B NEMA 4X/IP65 Enclosure for two 1/16 DIN Meter</td>    </tr>\n  <tr>\n      \n          <th>ENC30000</th>          \n          <td>ENC3 Legend/Libra/C48/P48/P16/T16/T48/PXV Enclosure NEMA 1</td>    </tr>\n    <tr>\n      \n          <th>BMK30000</th>          \n          <td>BMK3 Base Mount Kit for Legend Libra, T16, P16, T48, P48, C48 and PXU</td>    </tr>\n  <tr>\n      \n          <th>PMK3C000</th>          \n          <td>PMK3C C48, T48, P16, T16 and PXU Mounting Panel</td>    </tr>\n  <tr>\n      \n          <th>PMK60000</th>          \n          <td>PMK6 Panel Mount Adapter Kit (1/8 DIN  to 1/16 DIN)</td>    </tr>\n  <tr>\n      \n          <th>PMK70000</th>          \n          <td>PMK7 Panel Mount Adapter Kit (1/4 DIN  to 1/16 DIN)</td>    </tr>\n  <tr>\n      \n          <th>PMKCC100</th>          \n          <td>PMKCC1 50 x 50 mm Panel Mount 3 Piece Kit for C48, T48 and PXU</td>    </tr>\n  <tr>\n      \n          <th>PMKCC200</th>          \n          <td>PMKCC2 72 x 72 mm Panel Mount 3 Piece Kit for C48, T48 and PXU</td>    </tr>\n  <tr>\n      \n          <th>PMKCC300</th>          \n          <td>PMKCC3 60 x 75 mm Panel Mount 2 Piece Kit for C48, T48 and PXU</td>    </tr>\n  <tr>\n      \n          <th>PNL3F000</th>          \n          <td>PNL3F Panel for 1/16 DIN Units</td>    </tr>\n  <tr>\n      \n          <th>PNL3G000</th>          \n          <td>PNL3G Panel for 1/16 DIN Units with Keylock</td>    </tr>\n    <tr>\n      \n          <th>RLY50000</th>          \n          <td>RLY5 Solid State Power Unit</td>    </tr>\n  <tr>\n      \n          <th>RLY70000</th>          \n          <td>RLY7 Three Phase DIN Rail Mount Solid State Relay</td>    </tr>\n    <tr>\n      \n          <th>RBD48100</th>          \n          <td>T48/P48 Output Board Main Control Relay</td>    </tr>\n  <tr>\n      \n          <th>RBD48111</th>          \n          <td>T48/P48/TLA Output Board, Main ControlDual Alarm Relay</td>    </tr>\n  <tr>\n      \n          <th>RBD48200</th>          \n          <td>T48/P48 Output Board, Main Control Logic Output</td>    </tr>\n  <tr>\n      \n          <th>RBD48211</th>          \n          <td>T48/P48 Output Board, Main Control LogicDual Alarm Relay</td>    </tr>\n    <tr>\n      \n          <th>RLY60000</th>          \n          <td>RLY6 25 A Single Phase DIN Rail Mount Solid State Relay</td>    </tr>\n  <tr>\n      \n          <th>RLY6A000</th>          \n          <td>RLY6A 40 A Single Phase DIN Rail Mount Solid State Relay</td>    </tr>\n    </table>\n  \n  \n  \n  \n  \n  \n</div>";product_images/28/7122/T48-200.GIF;nan
287257;PAXS0000;PAXS0000 PAX STRAIN GAGE;"<h5>Description</h5><p>The PAXS (PAX Strain Gage Input Meter) offers many features and performance capabilities to suit a wide range of industrial applications. The 4&#189; digit meter employs advanced technology for stable, drift free readout, while incorporating features that provide flexibility now and in the future with Plug-in option cards. The plug-in card options allow the opportunity to configure the meter for present applications, while providing easy upgrades for future needs.</p>&#13;<p>The meter employs a bright 0.56' LED display. The unit is available with a red sunlight readable or a standard green LED. The intensity of display can be adjusted from dark room applications up to sunlight readable, making it ideal for viewing in bright light applications.</p>&#13;<p>The Strain Gage meter has two bipolar mV input ranges: &#177; 24 mV DC or &#177; 240 mV DC. The internal bridge excitation is selectable for 5 VDC or 10 VDC. The excitation output is based on a reference, ensuring accurate and drift-free readouts. A 16 point scaling feature compensates for square-law devices and other non-linear process characteristics.</p>&#13;<p>The meter provides a Max and Min reading memory with programmable capture time. The capture time is used to prevent detection of false max and min readings which may occur during burst testing or unusual process events.</p>&#13;<p>The signal totalizer (integrator) can be used to compute a time-input product. This can be used to provide a readout of totalized flow, calculate service intervals of motors and pumps, etc. The totalizer can also accumulate batch weighing operations (batch weight).</p>&#13;<p>The meter has four setpoint outputs, implemented on Plug-in cards. The Plug-in cards provide dual FORM-C relays (5 A), quad FORM-A relays (3 A) or either sinking or sourcing quad open collector logic outputs. The setpoint alarms can be configured in modes to suit a variety of control and alarm requirements.</p>&#13;<p>Communication and Bus Capabilities are also available as option cards. These include RS232, RS485, Modbus, DeviceNet, and Profibus-DP. Readout values and setpoint alarm values can be controlled through the bus. Additionally, the meters have a feature that allows a remote computer to directly control the outputs of the meter. With an RS232 or RS485 card installed, it is possible to configure the meter using a Windows&#174; based program. The configuration data can be saved to a file for later recall.</p>&#13;<p>A linear DC output signal is available as a Plug-in card. The card provides either 20 mA or 10 V signals. The output can be scaled independent of the input range. The features of the linear output card are:</p>&#13;<p>Once the meter has been initially configured, the parameter list may be locked out from further modification in its entirety, or only the setpoint values can be made accessible.</p>&#13;<p>The meter has been specifically designed for harsh industrial environments. With NEMA 4X/IP65 sealed bezel and extensive testing of noise effects to CE requirements, the meter provides a tough yet reliable application solution.</p><h5>Specifications</h5><div><ul><li>Strain Gage Input</li>\n<li>1/8 DIN (50 mm x 97 mm)</li>\n<li>4 1/2 Digit, 0.56"" (14 mm) LED</li>\n<li>Load Cell, Pressure and Torque Bridge Inputs</li>\n<li>+/- 24 mV or +/- 240 mV Inputs</li>\n<li>5 or 10 VDC Bridge Excitation</li>\n<li>Field Upgradeable Option Cards</li>\n<li>NEMA 4X/IP65</li>\n</ul></div><h5>Accessories</h5><div>\n            <table class=""description-table"">\n          <tr>\n      \n          <th>ENC5A000</th>          \n          <td>ENC5A Steel NEMA 4/IP65 Enclosure for PAX</td>    </tr>\n  <tr>\n      \n          <th>ENC5B000</th>          \n          <td>ENC5B NEMA 4X/IP65 Plastic Enclosure for 1 PAX meter</td>    </tr>\n  <tr>\n      \n          <th>ENC5C000</th>          \n          <td>ENC5C NEMA 4X/IP65 Plastic Enclosure for 2 PAX meters</td>    </tr>\n    <tr>\n      \n          <th>PAXLBK10</th>          \n          <td>PAXLBLE Units Label Kit Accessory (Not required for DP5T or PAXT)</td>    </tr>\n  <tr>\n      \n          <th>PAXLBK30</th>          \n          <td>PAXLBK Label Kit for PAX Lite Analog Meters</td>    </tr>\n    <tr>\n      \n          <th>TCM10000</th>          \n          <td>TCM1 Triac Converter Module, 115 VAC</td>    </tr>\n  <tr>\n      \n          <th>VCM10000</th>          \n          <td>VCM1 Voltage Converter Module, 450 V AC/DC</td>    </tr>\n  <tr>\n      \n          <th>VCM20000</th>          \n          <td>VCM2 Voltage Converter Module, 50270 V AC/DC</td>    </tr>\n    <tr>\n      \n          <th>BMK40000</th>          \n          <td>BMK4 Base Mount Kit for Apollo, Gemini, PAX, TCU, PCU, TSC, PSC and PXU</td>    </tr>\n  <tr>\n      \n          <th>BMK90000</th>          \n          <td>BMK9 DIN Rail PAX Base Mount Kit</td>    </tr>\n  <tr>\n      \n          <th>PMK4B000</th>          \n          <td>PMK4B Apollo, IM, PAX, TCU, PCU, TSC, PSC and PXU Mounting Panel</td>    </tr>\n  <tr>\n      \n          <th>PMK50000</th>          \n          <td>PMK5 Panel Mount Adapter Kit (1/4 DIN  to 1/8 DIN)</td>    </tr>\n  <tr>\n      \n          <th>PMK80000</th>          \n          <td>PMK8 Panel Mount Adapter Kit (Gemini to PAX)</td>    </tr>\n    <tr>\n      \n          <th>PAXCDC10</th>          \n          <td>PAXCDC RS485 Serial Comms Output Card with Terminal Block</td>    </tr>\n  <tr>\n      \n          <th>PAXCDC1C</th>          \n          <td>PAXCDC Extended RS485 Serial Comms Output Card with Dual RJ11 Connector</td>    </tr>\n  <tr>\n      \n          <th>PAXCDC20</th>          \n          <td>PAXCDC RS232 Serial Comms Output Card with Terminal Block</td>    </tr>\n  <tr>\n      \n          <th>PAXCDC2C</th>          \n          <td>PAXCDC Extended RS232 Serial Comms Output Card with 9 Pin D Connector</td>    </tr>\n  <tr>\n      \n          <th>PAXCDC30</th>          \n          <td>PAXCDC DeviceNet Option Card</td>    </tr>\n  <tr>\n      \n          <th>PAXCDC40</th>          \n          <td>PAXCDC Modbus Communications Card</td>    </tr>\n  <tr>\n      \n          <th>PAXCDC4C</th>          \n          <td>PAXCDC Extended Modbus Communications Card with Dual RJ11 Connector</td>    </tr>\n  <tr>\n      \n          <th>PAXCDC50</th>          \n          <td>PAXCDC ProfibusDP Communications Card</td>    </tr>\n  <tr>\n      \n          <th>PAXCDL10</th>          \n          <td>PAXCDL Analog Output Card</td>    </tr>\n  <tr>\n      \n          <th>PAXCDS10</th>          \n          <td>PAXCDS Dual Setpoint Relay Output Card</td>    </tr>\n  <tr>\n      \n          <th>PAXCDS20</th>          \n          <td>PAXCDS Quad Setpoint Relay Output Card</td>    </tr>\n  <tr>\n      \n          <th>PAXCDS30</th>          \n          <td>PAXCDS Quad Setpoint Sinking Open Collector Output Card</td>    </tr>\n  <tr>\n      \n          <th>PAXCDS40</th>          \n          <td>PAXCDS Quad Setpoint Sourcing Open Collector Output Card</td>    </tr>\n  <tr>\n      \n          <th>PAXRTC00</th>          \n          <td>PAXRTC PAXRealTime Clock Card (Replacement Only)</td>    </tr>\n  <tr>\n      \n          <th>PAXUSB00</th>          \n          <td>PAXUSB PAX USB Programming Card</td>    </tr>\n    <tr>\n      \n          <th>SNUB0000</th>          \n          <td>SNUB RC Snubber Inductive Load Supressor</td>    </tr>\n    </table>\n  \n  \n  \n  \n  \n  \n</div>";product_images/28/7257/paxrtc-200.gif;nan
287297;MDC00100;MDC00100 MOTOR DRIVE CONTROLLER;"<h5>Description</h5>\r\n\r\n<p>The Motor Drive Controller (MDC) regulates motor speed by varying an isolated DC control signal to a motor drive system. There are two modes of operation, Master and Follower. Master Mode provides control of a motor directly via programmed speed setpoints in the MDC. Regulation is maintained by a feedback frequency to the MDC taken from the motor shaft or a downstream shaft pulse encoder. Follower Mode controls a motor&rsquo;s speed as a ratio to a second motor&rsquo;s speed or outside frequency source. Ratio setpoints are programmed into the MDC causing the motor to &#39;follow&#39; the lead motor or frequency at a fixed speed ratio. Master Mode has two speed setpoints and two ramp setpoints. Follower Mode has two ratio setpoints and two ramp setpoints. Both modes share a jog speed setpoint and a jog ramp setpoint. All setpoints are retained in non-volatile memory when the unit is powered down.</p>\r\n\r\n<p>The Motor Drive Controller has the added feature of allowing real time adjustment of the Speed (Master Mode) or Ratio (Follower Mode) setpoint while the unit is operating a motor drive system. The setpoint may be adjusted via the front panel keypad using the &#39;Up&#39; or &#39;Down&#39; arrow keys, or via 2 User Inputs programmed for increment setpoint and decrement setpoint.</p>\r\n\r\n<p>The unit is factory configured for an isolated 0 to 10 VDC drive output signal. The output drive signal can be adjusted to span from 0 to 15 VDC via an accessible potentiometer. The drive output is jumper selectable for an external reference. To use the external reference, the MDC is connected to the drive in place of an external potentiometer.</p>\r\n\r\n<p>The Motor Drive Controller has a light weight, high impact plastic case with a clear viewing window. The sealed front panel meets NEMA 4X/IP65 specifications for wash-down and/or dusty environments, when properly installed. Plug-in style terminal blocks simplify installation and wiring change-outs.</p>\r\n\r\n<h5>Specifications</h5>\r\n\r\n<div>\r\n<ul>\r\n	<li>Motor Drive Controller (Regulates Motor Speed)</li>\r\n	<li>75 mm x 75 mm</li>\r\n	<li>8 Character, 2 Line Display</li>\r\n	<li>0-15 VDC Control Output</li>\r\n	<li>Three Solid-State Alarms</li>\r\n	<li>On-Line Increment/Decrement</li>\r\n	<li>Feedback Loss Detection</li>\r\n	<li>Up to 20 KHz</li>\r\n	<li>NEMA 4x/IP65</li>\r\n</ul>\r\n</div>";product_images/28/7297/MBZM0002.jpg;nan
287345;LD2T06P0;LD2T06P0 LD 1P TMR 6D 2.25^LED;"<h5>Description</h5><p>The Large Display Timer and Cycle Counter is a versatile display that functions as an Elapsed Timer or Preset Timer, with full-featured user programmability. The meter includes a built-in Cycle Counter, relay output and serial communications capability. This 6 digit display has 2.25' high red LED digits with adjustable display intensity. The 2.25' high models are readable up to 130 feet. It is constructed of a NEMA 4 enclosure in light weight aluminum.</p>&#13;<p>The Timer has two signal inputs and eight input operating modes. These modes provide level active or edge triggered start/stop operation. The Timer features 18 selectable timer ranges to cover a wide variety of timing applications. The built-in Cycle Counter can be linked to timer operation to count timing cycles, or function as a totally independent counter, accepting count speeds up to 500 Hz. The display can be toggled either manually or automatically between the Timer and Counter values.&#160;</p>&#13;<p>In addition to the Timer/Counter inputs, a programmable User Input is provided to perform a variety of meter functions. DIP switches are used to configure the inputs for current sinking (active low) or current sourcing (active high) operation.&#160;</p>&#13;<p>The Setpoint Output can be assigned to the Timer or Counter value, and configured to suit a variety of control and alarm requirements. The meter also includes jumper selectable RS232 or RS485 serial communications.</p><h5>Specifications</h5><div><ul><li>2.25"" High Red LED Digits (adjustable intensity)</li>\n<li>6 Digit Display for Bi-directional Timing</li>\n<li>5 Digit Display for Cycle Counting</li>\n<li>Programmable Scaling and Decimal Points</li>\n<li>Count Speeds up to 500Hz</li>\n<li>User defined Setpoint Output</li>\n<li>Dual 5 Amp Form C Relay</li>\n<li>Aluminum NEMA 4X/IP65 Case Construction</li>\n<li>Communication (RS-232/485)</li>\n<li>50 to 250VAC / 21.6 to 250VDC Universal Input Power</li>\n<li>406 x 102 x 58mm Dimensions</li>\n</ul></div>";product_images/28/7345/LDT_2inch_rw32AUa.GIF;nan
287379;LD400400;LD400400 LD COUNTER 4D 4^LED;"<h5>Description</h5><p>The Large Display has a single counter with direction control only (no scaling or relay output). This is a 4 digit display with 4' high red LED digits with adjustable display intensities. The 4' high models are readable up to 180 feet. It is constructed of a NEMA 4 enclosure in light weight aluminum.</p><h5>Specifications</h5><div><ul><li>4"" High Red LED Digits (adjustable intensity)</li>\n<li>4 Digit Version</li>\n<li>Single Counter</li>\n<li>50 to 250VAC / 21.6 to 250VDC Universal Input Power</li>\n<li>Aluminum NEMA 4X/IP65 Case Construction</li>\n<li>508 x 200 x 58mm Dimensions</li>\n</ul></div>";product_images/28/7379/LDT_2inch.GIF;nan
688116;LD2A05P0;LD2A05P0 LD 2P ANLG 5D 2.25^LED;"<h5>Description</h5><p>The LD2A05P0 is a versatile display available as a DC volt, current, or process meter with scaling, serial communications and dual relay outputs. The 5 digit display has 2.25 inch high red LED digits with adjustable display intensities. The 2.25 inch high model is readable up to 130 feet. It is constructed of a NEMA 4X enclosure in light weight aluminum. The unit comes with dual Form C relay outputs and RS232/RS485 serial communications.</p> <h5>Specifications</h5><div><ul><li>2.25"" High Red LED Digits (adjustable intensity)</li>\n<li>5 Digit Version</li>\n<li>DC Volt/Current/Process Indicator</li>\n<li>Dual 5 Amp Form C Relay</li>\n<li>Programmable Scaling and Decimal Points</li>\n<li>Communication (RS-232/485)</li>\n<li>Programmable User Input</li>\n<li>50 to 250VAC / 21.6 to 250VDC Universal Input Power</li>\n<li>Aluminum NEMA 4X/IP65 Case Construction</li>\n<li>406 x 102 x 58mm Dimensions</li>\n</ul></div>";product_images/68/8116/LD2inch-6.gif;nan
864318;ZSD1000A;ZSD1000A ZS .25^SHAFT 1000PPR;"<h5>Description</h5><p>The Model ZSD encoder is ideal for applications requiring a miniature, high precision, low cost encoder, designed with all metal construction for years of trouble-free operation.</p>&#13;&#13;<p>The NPN Open Collector outputs are each current limited to 20 mA. The outputs are standard quadrature with index, available in resolutions up to 2500 pulses per shaft revolution. The quadrature separation is typically 90 electrial degrees. Output A leads output B for clockwise rotation of the encoder shaft.</p>&#13;&#13;<h5>Specifications</h5><div><ul><li>General Duty</li>\n<li>Quadrature Output</li>\n<li>Current Sink Outputs</li>\n<li>5 Wire, 3 Foot Cable</li>\n<li>1000 Pulses Per Revolution</li>\n<li>Max. Speed Capability 8000 RPM</li>\n<li>0.25"" (6.3 mm) Shaft Diameter</li>\n</ul></div><h5>Accessories</h5><div>\n            <table class=""description-table"">\n          <tr>\n      \n          <th>RPGFC001</th>          \n          <td>0.25""  0.25"" Flexible Coupling</td>    </tr>\n  <tr>\n      \n          <th>RPGFC002</th>          \n          <td>0.25""  0.375"" Flexible Coupling</td>    </tr>\n  <tr>\n      \n          <th>RPGFC003</th>          \n          <td>0.375""  0.375""  Flexible Coupling</td>    </tr>\n  <tr>\n      \n          <th>RPGFC004</th>          \n          <td>0.375""  0.5"" Flexible Coupling</td>    </tr>\n  <tr>\n      \n          <th>RPGFC005</th>          \n          <td>0.25""  6 mm Flexible Coupling</td>    </tr>\n  <tr>\n      \n          <th>RPGFC006</th>          \n          <td>0.375""  6 mm Flexible Coupling</td>    </tr>\n    </table>\n  \n      Pages<ul><li>« first</li><li>‹ previous</li><li>1</li><li>2</li><li>3</li><li>4</li><li>5</li><li>6</li><li>7</li><li>8</li><li>9</li><li>next ›</li><li>last »</li></ul>  \n  \n  \n  \n  \n</div>";product_images/86/4318/zsd-200.jpg;nan
864367;BNA00001;BNA00001 BATTERY ^N^ ALKALINE;nan;product_images/86/4367/BMK9.GIF;nan
864382;RPGBII01;RPGBII01 ZPJ INCH BORE INSERT KIT;"<h5>Specifications</h5><div><ul><li>Bore sleeves</li>\n<li>0.25"", 0.375"", and 0.5"" sleeves</li>\n</ul></div>";product_images/86/4382/RPGBI-borekit-200.jpg;nan
864487;CUB7TCS1;CUB7TCS1 CUB7T LW VLTSRC ONLYREF;"<h5>Description</h5><p>The CUB7T is an 8-digit miniature programmable timer with large 0.35 inch (8.90 mm) high digits. It has a Reflective display.</p><p>The CUB7T series is housed in a lightweight, high impact plastic case with a clear viewing window. The sealed front panel with the silicone rubber buttons meets NEMA 4X/IP65 specifications for wash-down and/or dusty environments, when properly installed.</p><h5>Specifications</h5><div><ul><li>Elapsed Time Indicator</li>\n<li>28 mm x 51 mm</li>\n<li>8 Digit, 0.35"" (9 mm) LCD</li>\n<li>LCD, Reflective Display</li>\n<li>Low Voltage SRC Input Model (28 VDC max)</li>\n<li>9 Programmable Timer Ranges</li>\n<li>Internal Lithium Battery Provides up to 7 Years of Typical Uninterrupted Operation</li>\n<li>Standard Wire Connections or Optional Plug-in Terminal Block</li>\n<li>NEMA 4X/IP65</li>\n</ul></div><h5>Accessories</h5><div>\n            <table class=""description-table"">\n          <tr>\n      \n          <th>ENC13000</th>          \n          <td>ENC13 Single Cutout Plastic Enclosure for CUB7</td>    </tr>\n    <tr>\n      \n          <th>TCM10000</th>          \n          <td>TCM1 Triac Converter Module, 115 VAC</td>    </tr>\n  <tr>\n      \n          <th>VCM10000</th>          \n          <td>VCM1 Voltage Converter Module, 450 V AC/DC</td>    </tr>\n  <tr>\n      \n          <th>VCM20000</th>          \n          <td>VCM2 Voltage Converter Module, 50270 V AC/DC</td>    </tr>\n    <tr>\n      \n          <th>BMK80000</th>          \n          <td>BMK8 Base Mount Kit for CUB7</td>    </tr>\n    <tr>\n      \n          <th>SNUB0000</th>          \n          <td>SNUB RC Snubber Inductive Load Supressor</td>    </tr>\n    <tr>\n      \n          <th>TB100003</th>          \n          <td>3 Position Terminal Block</td>    </tr>\n  <tr>\n      \n          <th>TB100004</th>          \n          <td>4 Position Terminal Block</td>    </tr>\n  <tr>\n      \n          <th>TB100005</th>          \n          <td>5 Position Terminal Block</td>    </tr>\n    </table>\n  \n  \n  \n  \n  \n  \n</div>";product_images/86/4487/cub7t-lcd-200.gif;nan
