additional_description,description,ids,item_code,ordering_number
<table> <tr> <td > <span >Belt Width</span> </td> <td> <span >72-96 ''</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >72-96 ''</span> </td> </tr><tr> <td > <span >Positioner Width</span> </td> <td> <span >72-120 ''</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >72-96 ''</span> </td> </tr><tr> <td > <span >Roller Type</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Positioner Width</span> </td> <td> <span >72-120 ''</span> </td> </tr><tr> <td > <span >Roller Length</span> </td> <td> <span >21 ''</span> </td> </tr><tr> <td > <span >Belt Speed</span> </td> <td> <span >1000 FPM</span> </td> </tr><tr> <td > <span >Roller Diameter</span> </td> <td> <span >6 ''</span> </td> </tr><tr> <td > <span >Roller Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Reversing</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Roller Length</span> </td> <td> <span >21 ''</span> </td> </tr><tr> <td > <span >Roller Diameter</span> </td> <td> <span >6 ''</span> </td> </tr><tr> <td > <span >Roller Bearings</span> </td> <td> <spanTapered Roller ''</span> </td> </tr><tr> <td > <span >Roller Durometer</span> </td> <td> <span /span> </td> </tr><tr> <td > <span >Roller Shaft Diameter</span> </td> <td> <span >0.749 ''</span> </td> </tr><tr> <td > <span >Roller Wall Thickness</span> </td> <td> <span >1/4 inches ''</span> </td> </tr><tr> <td > <span >Roller Rating</span> </td> <td> <span >CEMA E</span> </td> </tr><tr> <td > <span >Roller Bearings</span> </td> <td> <spanTapered Roller ''</span> </td> </tr><tr> <td > <span >Roller Specific Gravity</span> </td> <td> <span >Over 1</span> </td> </tr><tr> <td > <span >Roller Shaft Diameter</span> </td> <td> <span >0.749 ''</span> </td> </tr><tr> <td > <span >GreaseChemResistRoller</span> </td> <td> <span >Good</span> </td> </tr><tr> <td > <span >Roller Wall Thickness</span> </td> <td> <span >1/4 inches ''</span> </td> </tr><tr> <td > <span >Sticky Material Performance</span> </td> <td> <span >Good</span> </td> </tr><tr> <td > <span >Compatible with Vulcanized Splice</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Temperature Rating</span> </td> <td> <span >- Fahrenheit</span> </td></tr></table>,Flexco 74561 RBP1S-XL SR POSITIONER XL,783325,74561,RBP1S-XL
<table> <tr> <td > <span >Belt Width</span> </td> <td> <span >54-72 ''</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >54-72 ''</span> </td> </tr><tr> <td > <span >Positioner Width</span> </td> <td> <span >56-83 ''</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >54-72 ''</span> </td> </tr><tr> <td > <span >Roller Type</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Positioner Width</span> </td> <td> <span >56-83 ''</span> </td> </tr><tr> <td > <span >Roller Length</span> </td> <td> <span >19 ''</span> </td> </tr><tr> <td > <span >Belt Speed</span> </td> <td> <span >1000 FPM</span> </td> </tr><tr> <td > <span >Roller Diameter</span> </td> <td> <span >5 ''</span> </td> </tr><tr> <td > <span >Roller Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Reversing</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Roller Length</span> </td> <td> <span >19 ''</span> </td> </tr><tr> <td > <span >Roller Diameter</span> </td> <td> <span >5 ''</span> </td> </tr><tr> <td > <span >Roller Bearings</span> </td> <td> <spanTapered Roller ''</span> </td> </tr><tr> <td > <span >Roller Durometer</span> </td> <td> <span >N/A</span> </td> </tr><tr> <td > <span >Roller Shaft Diameter</span> </td> <td> <span >0.749 ''</span> </td> </tr><tr> <td > <span >Roller Wall Thickness</span> </td> <td> <span >9 Gauge (.148 inches) ''</span> </td> </tr><tr> <td > <span >Roller Rating</span> </td> <td> <span >CEMA D</span> </td> </tr><tr> <td > <span >Roller Bearings</span> </td> <td> <spanTapered Roller ''</span> </td> </tr><tr> <td > <span >Roller Specific Gravity</span> </td> <td> <span >Over 1</span> </td> </tr><tr> <td > <span >Roller Shaft Diameter</span> </td> <td> <span >0.749 ''</span> </td> </tr><tr> <td > <span >GreaseChemResistRoller</span> </td> <td> <span >Good</span> </td> </tr><tr> <td > <span >Roller Wall Thickness</span> </td> <td> <span >9 Gauge (.148 inches) ''</span> </td> </tr><tr> <td > <span >Sticky Material Performance</span> </td> <td> <span >Good</span> </td> </tr><tr> <td > <span >Compatible with Vulcanized Splice</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Temperature Rating</span> </td> <td> <span >- Fahrenheit</span> </td></tr></table>,Flexco 74560 RBP1S-L SR POSITIONER L,783324,74560,RBP1S-L
<table> <tr> <td > <span >Belt Width</span> </td> <td> <span >18-24 ''</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >18-24 ''</span> </td> </tr><tr> <td > <span >Positioner Width</span> </td> <td> <span >24-34 ''</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >18-24 ''</span> </td> </tr><tr> <td > <span >Roller Type</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Positioner Width</span> </td> <td> <span >24-34 ''</span> </td> </tr><tr> <td > <span >Roller Length</span> </td> <td> <span >9 ''</span> </td> </tr><tr> <td > <span >Belt Speed</span> </td> <td> <span >1000 FPM</span> </td> </tr><tr> <td > <span >Roller Diameter</span> </td> <td> <span >5 ''</span> </td> </tr><tr> <td > <span >Roller Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Reversing</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Roller Length</span> </td> <td> <span >9 ''</span> </td> </tr><tr> <td > <span >Roller Diameter</span> </td> <td> <span >5 ''</span> </td> </tr><tr> <td > <span >Roller Bearings</span> </td> <td> <spanTapered Roller ''</span> </td> </tr><tr> <td > <span >Roller Durometer</span> </td> <td> <span >N/A</span> </td> </tr><tr> <td > <span >Roller Shaft Diameter</span> </td> <td> <span >0.749 ''</span> </td> </tr><tr> <td > <span >Roller Wall Thickness</span> </td> <td> <span >9 Gauge (.148 inches) ''</span> </td> </tr><tr> <td > <span >Roller Rating</span> </td> <td> <span >CEMA D</span> </td> </tr><tr> <td > <span >Roller Bearings</span> </td> <td> <spanTapered Roller ''</span> </td> </tr><tr> <td > <span >Roller Specific Gravity</span> </td> <td> <span >Over 1</span> </td> </tr><tr> <td > <span >Roller Shaft Diameter</span> </td> <td> <span >0.749 ''</span> </td> </tr><tr> <td > <span >GreaseChemResistRoller</span> </td> <td> <span >Good</span> </td> </tr><tr> <td > <span >Roller Wall Thickness</span> </td> <td> <span >9 Gauge (.148 inches) ''</span> </td> </tr><tr> <td > <span >Sticky Material Performance</span> </td> <td> <span >Good</span> </td> </tr><tr> <td > <span >Compatible with Vulcanized Splice</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Temperature Rating</span> </td> <td> <span >- Fahrenheit</span> </td></tr></table>,Flexco 74558 RBP1S-S SR POSITIONER S,783322,74558,RBP1S-S
<table> <tr> <td > <span >Belt Width</span> </td> <td> <span >30-48 ''</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >30-48 ''</span> </td> </tr><tr> <td > <span >Positioner Width</span> </td> <td> <span >34-56 ''</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >30-48 ''</span> </td> </tr><tr> <td > <span >Roller Type</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Positioner Width</span> </td> <td> <span >34-56 ''</span> </td> </tr><tr> <td > <span >Roller Length</span> </td> <td> <span >13 ''</span> </td> </tr><tr> <td > <span >Belt Speed</span> </td> <td> <span >1000 FPM</span> </td> </tr><tr> <td > <span >Roller Diameter</span> </td> <td> <span >5 ''</span> </td> </tr><tr> <td > <span >Roller Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Reversing</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Roller Length</span> </td> <td> <span >13 ''</span> </td> </tr><tr> <td > <span >Roller Diameter</span> </td> <td> <span >5 ''</span> </td> </tr><tr> <td > <span >Roller Bearings</span> </td> <td> <spanTapered Roller ''</span> </td> </tr><tr> <td > <span >Roller Durometer</span> </td> <td> <span >N/A</span> </td> </tr><tr> <td > <span >Roller Shaft Diameter</span> </td> <td> <span >0.749 ''</span> </td> </tr><tr> <td > <span >Roller Wall Thickness</span> </td> <td> <span >9 Gauge (.148 inches) ''</span> </td> </tr><tr> <td > <span >Roller Rating</span> </td> <td> <span >CEMA D</span> </td> </tr><tr> <td > <span >Roller Bearings</span> </td> <td> <spanTapered Roller ''</span> </td> </tr><tr> <td > <span >Roller Specific Gravity</span> </td> <td> <span >Over 1</span> </td> </tr><tr> <td > <span >Roller Shaft Diameter</span> </td> <td> <span >0.749 ''</span> </td> </tr><tr> <td > <span >GreaseChemResistRoller</span> </td> <td> <span >Good</span> </td> </tr><tr> <td > <span >Roller Wall Thickness</span> </td> <td> <span >9 Gauge (.148 inches) ''</span> </td> </tr><tr> <td > <span >Sticky Material Performance</span> </td> <td> <span >Good</span> </td> </tr><tr> <td > <span >Compatible with Vulcanized Splice</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Temperature Rating</span> </td> <td> <span >- Fahrenheit</span> </td></tr></table>,Flexco 74559 RBP1S-M SR POSITIONER M,783323,74559,RBP1S-M
<table> <tr> <td > <span >Belt Width</span> </td> <td> <span >30-48 ''</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >30-48 ''</span> </td> </tr><tr> <td > <span >Positioner Width</span> </td> <td> <span >34-56 ''</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >30-48 ''</span> </td> </tr><tr> <td > <span >Roller Type</span> </td> <td> <span >Exalon</span> </td> </tr><tr> <td > <span >Positioner Width</span> </td> <td> <span >34-56 ''</span> </td> </tr><tr> <td > <span >Roller Length</span> </td> <td> <span >13 ''</span> </td> </tr><tr> <td > <span >Belt Speed</span> </td> <td> <span >1000 FPM</span> </td> </tr><tr> <td > <span >Roller Diameter</span> </td> <td> <span >5 ''</span> </td> </tr><tr> <td > <span >Roller Material</span> </td> <td> <span >HMWPE</span> </td> </tr><tr> <td > <span >Reversing</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Roller Length</span> </td> <td> <span >13 ''</span> </td> </tr><tr> <td > <span >Roller Diameter</span> </td> <td> <span >5 ''</span> </td> </tr><tr> <td > <span >Roller Bearings</span> </td> <td> <spanTapered Roller ''</span> </td> </tr><tr> <td > <span >Roller Durometer</span> </td> <td> <span >68-D</span> </td> </tr><tr> <td > <span >Roller Shaft Diameter</span> </td> <td> <span >0.749 ''</span> </td> </tr><tr> <td > <span >Roller Wall Thickness</span> </td> <td> <span >Minimum 5/8 inches ''</span> </td> </tr><tr> <td > <span >Roller Rating</span> </td> <td> <span >CEMA D</span> </td> </tr><tr> <td > <span >Roller Bearings</span> </td> <td> <spanTapered Roller ''</span> </td> </tr><tr> <td > <span >Roller Specific Gravity</span> </td> <td> <span >.9</span> </td> </tr><tr> <td > <span >Roller Shaft Diameter</span> </td> <td> <span >0.749 ''</span> </td> </tr><tr> <td > <span >GreaseChemResistRoller</span> </td> <td> <span >Excellent</span> </td> </tr><tr> <td > <span >Roller Wall Thickness</span> </td> <td> <span >Minimum 5/8 inches ''</span> </td> </tr><tr> <td > <span >Sticky Material Performance</span> </td> <td> <span >Excellent</span> </td> </tr><tr> <td > <span >Compatible with Vulcanized Splice</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Temperature Rating</span> </td> <td> <span >-40-180 Fahrenheit</span> </td></tr></table>,Flexco 73142 RBP1E-M ER POSITIONER M,783288,73142,RBP1E-M
<table> <tr> <td > <span >Belt Width</span> </td> <td> <span >54-72 ''</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >54-72 ''</span> </td> </tr><tr> <td > <span >Positioner Width</span> </td> <td> <span >56-83 ''</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >54-72 ''</span> </td> </tr><tr> <td > <span >Roller Type</span> </td> <td> <span >Exalon</span> </td> </tr><tr> <td > <span >Positioner Width</span> </td> <td> <span >56-83 ''</span> </td> </tr><tr> <td > <span >Roller Length</span> </td> <td> <span >19 ''</span> </td> </tr><tr> <td > <span >Belt Speed</span> </td> <td> <span >1000 FPM</span> </td> </tr><tr> <td > <span >Roller Diameter</span> </td> <td> <span >5 ''</span> </td> </tr><tr> <td > <span >Roller Material</span> </td> <td> <span >HMWPE</span> </td> </tr><tr> <td > <span >Reversing</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Roller Length</span> </td> <td> <span >19 ''</span> </td> </tr><tr> <td > <span >Roller Diameter</span> </td> <td> <span >5 ''</span> </td> </tr><tr> <td > <span >Roller Bearings</span> </td> <td> <spanTapered Roller ''</span> </td> </tr><tr> <td > <span >Roller Durometer</span> </td> <td> <span >68-D</span> </td> </tr><tr> <td > <span >Roller Shaft Diameter</span> </td> <td> <span >0.749 ''</span> </td> </tr><tr> <td > <span >Roller Wall Thickness</span> </td> <td> <span >Minimum 5/8 inches ''</span> </td> </tr><tr> <td > <span >Roller Rating</span> </td> <td> <span >CEMA D</span> </td> </tr><tr> <td > <span >Roller Bearings</span> </td> <td> <spanTapered Roller ''</span> </td> </tr><tr> <td > <span >Roller Specific Gravity</span> </td> <td> <span >.9</span> </td> </tr><tr> <td > <span >Roller Shaft Diameter</span> </td> <td> <span >0.749 ''</span> </td> </tr><tr> <td > <span >GreaseChemResistRoller</span> </td> <td> <span >Excellent</span> </td> </tr><tr> <td > <span >Roller Wall Thickness</span> </td> <td> <span >Minimum 5/8 inches ''</span> </td> </tr><tr> <td > <span >Sticky Material Performance</span> </td> <td> <span >Excellent</span> </td> </tr><tr> <td > <span >Compatible with Vulcanized Splice</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Temperature Rating</span> </td> <td> <span >-40-180 Fahrenheit</span> </td></tr></table>,Flexco 73144 RBP1E-L ER POSITIONER L,783289,73144,RBP1E-L
<table> <tr> <td > <span >Belt Width</span> </td> <td> <span >72-96 ''</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >72-96 ''</span> </td> </tr><tr> <td > <span >Positioner Width</span> </td> <td> <span >72-120 ''</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >72-96 ''</span> </td> </tr><tr> <td > <span >Roller Type</span> </td> <td> <span >Exalon</span> </td> </tr><tr> <td > <span >Positioner Width</span> </td> <td> <span >72-120 ''</span> </td> </tr><tr> <td > <span >Roller Length</span> </td> <td> <span >21 ''</span> </td> </tr><tr> <td > <span >Belt Speed</span> </td> <td> <span >1000 FPM</span> </td> </tr><tr> <td > <span >Roller Diameter</span> </td> <td> <span >6 ''</span> </td> </tr><tr> <td > <span >Roller Material</span> </td> <td> <span >HMWPE</span> </td> </tr><tr> <td > <span >Reversing</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Roller Length</span> </td> <td> <span >21 ''</span> </td> </tr><tr> <td > <span >Roller Diameter</span> </td> <td> <span >6 ''</span> </td> </tr><tr> <td > <span >Roller Bearings</span> </td> <td> <spanTapered Roller ''</span> </td> </tr><tr> <td > <span >Roller Durometer</span> </td> <td> <span >68-D</span> </td> </tr><tr> <td > <span >Roller Shaft Diameter</span> </td> <td> <span >0.749 ''</span> </td> </tr><tr> <td > <span >Roller Wall Thickness</span> </td> <td> <span >Minimum 5/8 inches ''</span> </td> </tr><tr> <td > <span >Roller Rating</span> </td> <td> <span >CEMA E</span> </td> </tr><tr> <td > <span >Roller Bearings</span> </td> <td> <spanTapered Roller ''</span> </td> </tr><tr> <td > <span >Roller Specific Gravity</span> </td> <td> <span >.9</span> </td> </tr><tr> <td > <span >Roller Shaft Diameter</span> </td> <td> <span >0.749 ''</span> </td> </tr><tr> <td > <span >GreaseChemResistRoller</span> </td> <td> <span >Excellent</span> </td> </tr><tr> <td > <span >Roller Wall Thickness</span> </td> <td> <span >Minimum 5/8 inches ''</span> </td> </tr><tr> <td > <span >Sticky Material Performance</span> </td> <td> <span >Excellent</span> </td> </tr><tr> <td > <span >Compatible with Vulcanized Splice</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Temperature Rating</span> </td> <td> <span >-40-180 Fahrenheit</span> </td></tr></table>,Flexco 73146 RBP1E-XL ER POSITIONER XL,783290,73146,RBP1E-XL
<table> <tr> <td > <span >Belt Width</span> </td> <td> <span >18-24 ''</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >18-24 ''</span> </td> </tr><tr> <td > <span >Positioner Width</span> </td> <td> <span >24-34 ''</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >18-24 ''</span> </td> </tr><tr> <td > <span >Roller Type</span> </td> <td> <span >Exalon</span> </td> </tr><tr> <td > <span >Positioner Width</span> </td> <td> <span >24-34 ''</span> </td> </tr><tr> <td > <span >Roller Length</span> </td> <td> <span >9 ''</span> </td> </tr><tr> <td > <span >Belt Speed</span> </td> <td> <span >1000 FPM</span> </td> </tr><tr> <td > <span >Roller Diameter</span> </td> <td> <span >5 ''</span> </td> </tr><tr> <td > <span >Roller Material</span> </td> <td> <span >HMWPE</span> </td> </tr><tr> <td > <span >Reversing</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Roller Length</span> </td> <td> <span >9 ''</span> </td> </tr><tr> <td > <span >Roller Diameter</span> </td> <td> <span >5 ''</span> </td> </tr><tr> <td > <span >Roller Bearings</span> </td> <td> <span >3/4 Tapered Roller ''</span> </td> </tr><tr> <td > <span >Roller Durometer</span> </td> <td> <span >68-D</span> </td> </tr><tr> <td > <span >Roller Shaft Diameter</span> </td> <td> <span >3/4 ''</span> </td> </tr><tr> <td > <span >Roller Wall Thickness</span> </td> <td> <span >Minimum 5/8 inches ''</span> </td> </tr><tr> <td > <span >Roller Rating</span> </td> <td> <span >CEMA D</span> </td> </tr><tr> <td > <span >Roller Bearings</span> </td> <td> <span >3/4 Tapered Roller ''</span> </td> </tr><tr> <td > <span >Roller Specific Gravity</span> </td> <td> <span >.9</span> </td> </tr><tr> <td > <span >Roller Shaft Diameter</span> </td> <td> <span >3/4 ''</span> </td> </tr><tr> <td > <span >GreaseChemResistRoller</span> </td> <td> <span >Excellent</span> </td> </tr><tr> <td > <span >Roller Wall Thickness</span> </td> <td> <span >Minimum 5/8 inches ''</span> </td> </tr><tr> <td > <span >Sticky Material Performance</span> </td> <td> <span >Excellent</span> </td> </tr><tr> <td > <span >Compatible with Vulcanized Splice</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Temperature Rating</span> </td> <td> <span >-40-180 Fahrenheit</span> </td></tr></table>,Flexco 73140 RBP1E-S ER POSITIONER S,783287,73140,RBP1E-S
<table> <tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Bucket (1200 Rivets)</span> </td> </tr><tr> <td > <span >Rivet Style</span> </td> <td> <span >Collated with Washer</span> </td> </tr><tr> <td > <span >Rivet Size</span> </td> <td> <span >F</span> </td> </tr><tr> <td > <span >Rivet Material</span> </td> <td> <span >Stainless Steel with Washer</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40969 CSRLF-S-W RAPID LOADER-WASHERS,783078,40969,CSRLF-S-W
<table> <tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Bucket (1200 Rivets)</span> </td> </tr><tr> <td > <span >Rivet Style</span> </td> <td> <span >Collated with Washer</span> </td> </tr><tr> <td > <span >Rivet Size</span> </td> <td> <span >E</span> </td> </tr><tr> <td > <span >Rivet Material</span> </td> <td> <span >Stainless Steel with Washer</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40961 CSRLE-S-W RAPID LOADER-WASHERS,783075,40961,CSRLE-S-W
<table> <tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Bucket (1200 Rivets)</span> </td> </tr><tr> <td > <span >Rivet Style</span> </td> <td> <span >Collated with Washer</span> </td> </tr><tr> <td > <span >Rivet Size</span> </td> <td> <span >C/D</span> </td> </tr><tr> <td > <span >Rivet Material</span> </td> <td> <span >Stainless Steel with Washer</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40958 CSRLC/D-S-W RAPID LOADER-WASHE,783071,40958,CSRLC/D-S-W
<table> <tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Bucket (1200 Rivets)</span> </td> </tr><tr> <td > <span >Rivet Style</span> </td> <td> <span >Collated with Washer</span> </td> </tr><tr> <td > <span >Rivet Size</span> </td> <td> <span >B</span> </td> </tr><tr> <td > <span >Rivet Material</span> </td> <td> <span >Stainless Steel with Washer</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40956 CSRLB-S-W RAPID LOADER-WASHERS,783067,40956,CSRLB-S-W
<table> <tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Bucket (1200 Rivets)</span> </td> </tr><tr> <td > <span >Rivet Style</span> </td> <td> <span >Collated with Washer</span> </td> </tr><tr> <td > <span >Rivet Size</span> </td> <td> <span >A</span> </td> </tr><tr> <td > <span >Rivet Material</span> </td> <td> <span >Stainless Steel with Washer</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40955 CSRLA-S-W RAPID LOADER-WASHERS,783066,40955,CSRLA-S-W
<table> <tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Bucket (1200 Rivets)</span> </td> </tr><tr> <td > <span >Rivet Style</span> </td> <td> <span >Collated with Washer</span> </td> </tr><tr> <td > <span >Rivet Size</span> </td> <td> <span >G</span> </td> </tr><tr> <td > <span >Rivet Material</span> </td> <td> <span >Stainless Steel with Washer</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40971 CSRLG-S-W RAPID LOADER-WASHERS,783080,40971,CSRLG-S-W
<table> <tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Bucket (1200 Rivets)</span> </td> </tr><tr> <td > <span >Rivet Style</span> </td> <td> <span >Collated with Washer</span> </td> </tr><tr> <td > <span >Rivet Size</span> </td> <td> <span >C</span> </td> </tr><tr> <td > <span >Rivet Material</span> </td> <td> <span >Stainless Steel with Washer</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40957 CSRLC-S-W RAPID LOADER-WASHERS,783069,40957,CSRLC-S-W
<table> <tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Bucket (1200 Rivets)</span> </td> </tr><tr> <td > <span >Rivet Style</span> </td> <td> <span >Collated with Washer</span> </td> </tr><tr> <td > <span >Rivet Size</span> </td> <td> <span >G</span> </td> </tr><tr> <td > <span >Rivet Material</span> </td> <td> <span >Steel with Washer</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40901 CSRLG-W RAPID LOADER-WASHERS,783057,40901,CSRLG-W
<table> <tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Bucket (1200 Rivets)</span> </td> </tr><tr> <td > <span >Rivet Style</span> </td> <td> <span >Collated with Washer</span> </td> </tr><tr> <td > <span >Rivet Size</span> </td> <td> <span >E</span> </td> </tr><tr> <td > <span >Rivet Material</span> </td> <td> <span >Steel with Washer</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40898 CSRLE-W RAPID LOADER-WASHERS,783054,40898,CSRLE-W
<table> <tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Bucket (1200 Rivets)</span> </td> </tr><tr> <td > <span >Rivet Style</span> </td> <td> <span >Collated with Washer</span> </td> </tr><tr> <td > <span >Rivet Size</span> </td> <td> <span >D</span> </td> </tr><tr> <td > <span >Rivet Material</span> </td> <td> <span >Stainless Steel with Washer</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40959 CSRLD-S-W RAPID LOADER-WASHERS,783073,40959,CSRLD-S-W
<table> <tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >Bucket (1200 Rivets)</span> </td> </tr><tr> <td > <span >Rivet Style</span> </td> <td> <span >Collated with Washer</span> </td> </tr><tr> <td > <span >Rivet Size</span> </td> <td> <span >D</span> </td> </tr><tr> <td > <span >Rivet Material</span> </td> <td> <span >Steel with Washer</span> </td> </tr><tr> <td > <span >Description</span> </td> <td> <span >Flexco<sup>®</sup> SR<sup></sup> Rivets</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 40897 CSRLD-W RAPID LOADER-WASHERS,783052,40897,CSRLD-W
