id,catalog_number,description,specifications
1989253,SPB2580,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:2580 mm|Approx. Weight:1.3 lb
1989254,SPB2650,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:2650 mm|Approx. Weight:1.3 lb
1989251,SPB2500,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:2500 mm|Approx. Weight:1.2 lb
1989249,SPB2410,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:2410 mm|Approx. Weight:1.2 lb
1989246,SPB2300,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:2300 mm|Approx. Weight:1.2 lb
1989260,SPB3000,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:3000 mm|Approx. Weight:1.5 lb
1989252,SPB2530,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:2530 mm|Approx. Weight:1.3 lb
1989248,SPB2360,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:2360 mm|Approx. Weight:1.2 lb
1989247,SPB2350,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:2350 mm|Approx. Weight:1.2 lb
1989245,SPB2280,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:2280 mm|Approx. Weight:1.1 lb
1989239,SPB2020,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:2020 mm|Approx. Weight:1.1 lb
1989243,SPB2180,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:2180 mm|Approx. Weight:1.1 lb
1989241,SPB2120,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:2120 mm|Approx. Weight:1.1 lb
1989238,SPB2000,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:2000 mm|Approx. Weight:1.0 lb
1989235,SPB1850,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:1850 mm|Approx. Weight:0.9 lb
1989237,SPB1950,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:1950 mm|Approx. Weight:1.0 lb
1989297,SPB7500,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:7500 mm|Approx. Weight:3.7 lb
1989244,SPB2240,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:2240 mm|Approx. Weight:1.1 lb
1989250,SPB2430,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:2430 mm|Approx. Weight:1.2 lb
1989234,SPB1800,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:1800 mm|Approx. Weight:0.9 lb
1989233,SPB1750,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:1750 mm|Approx. Weight:0.9 lb
1989236,SPB1900,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:1900 mm|Approx. Weight:0.9 lb
1989230,SPB1600,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:1600 mm|Approx. Weight:0.8 lb
1989229,SPB1590,"<div class=""plp-item-description"" itemprop=""description"">
            Oil and heat-resistant. Static dissipating.<br><br>Built to European standards DIN 7753, AFNOR T47-117, BS 3790 and ISO 4184. SP series V-belts were the forerunners of the RMA deep wedge, high capacity V-belt sections. These deep-wedge belts (38°) allow for more power, high speed ratios, smaller center distances and more compact drives. They are replacement belts for many imported machines and for machinery built for export.<br><br>These V-belts also have the UniMatch feature. This eliminates belt set matching with its multiple stocking problems.<br>Non-standard lengths are available on special order.<br>Metric V-belts are specified by letters showing the SP section and numbers giving the pitch length in millimeters.<br>For example: SPA 850.<br><br>NOTE : Belt sizes to 2240 mm in length are also available in raw edge construction. These belts are designated by an X prefix rather than S. For example: XPB1400. For Raw Edge Construction, add 25% to list price.<br><br>Although metric V-belts are ordered by section and pitch length, they are sometimes labeled with the section letters, belt length in millimeters and the letters LA (approx. length), LI (inside length) or LW (pitch length).<br><br>Add 22 mm to pitch length for outside length. Additional sizes available to SPB13700.<br><br>For notched construction add 25% to the list price.
        </div>",Top Width:16.3 mm|Thickness:13 mm|Inside Length:1590 mm|Approx. Weight:0.8 lb
